#	掉落包概率配置表			
#	Id		NormalRate	EliteRate
#	int		float	float
#	掉落包编号	策划备注	普通掉落概率	精英掉落概率
	1		0.01	0.2
	2		0.01	0.2
	3		0.01	0.2
	4		0.01	0.2
	5		0.01	0.2
	6		0.01	0.2
	7		0.01	0.2
	8		0.01	0.2
	9		0.01	0.2
	10		0.01	0.2
	11		0.01	0.2
	12		0.01	0.2
	13		0.01	0.2
	14		0.01	0.2
	15		0.01	0.2
	16		0.01	0.2
	17		0.01	0.2
	18		0.01	0.2
	19		0.01	0.2
	20		0.01	0.2
	21		0.01	0.2
	22		0.01	0.2
	23		0.01	0.2
	24		0.01	0.2
	25		0.01	0.2
	26		0.01	0.2
	27		0.01	0.2
	28		0.01	0.2
	29		0.01	0.2
	30		0.01	0.2
	31		0.01	0.2
	32		0.01	0.2
	33		0.01	0.2
	34		0.01	0.2
	35		0.01	0.2
	36		0.01	0.2
	37		0.01	0.2
	38		0.01	0.2
	39		0.01	0.2
	40		0.01	0.2
	41		0.01	0.2
	42		0.01	0.2
	43		0.01	0.2
	44		0.01	0.2
	45		0.01	0.2
	46		0.01	0.2
	47		0.01	0.2
	48		0.01	0.2
	49		0.01	0.2
	50		0.01	0.2
	51		0.01	0.2
	52		0.01	0.2
	53		0.01	0.2
	54		0.01	0.2
	55		0.01	0.2
	56		0.01	0.2
	57		0.01	0.2
	58		0.01	0.2
	59		0.01	0.2
	60		0.01	0.2
	61		0.01	0.2
	62		0.01	0.2
	63		0.01	0.2
	64		0.01	0.2
	65		0.01	0.2
	66		0.01	0.2
	67		0.01	0.2
	68		0.01	0.2
	69		0.01	0.2
	70		0.01	0.2
	71		0.01	0.2
	72		0.01	0.2
	73		0.01	0.2
	74		0.01	0.2
	75		0.01	0.2
	76		0.01	0.2
	77		0.01	0.2
	78		0.01	0.2
	79		0.01	0.2
	80		0.01	0.2
	81		0.01	0.2
	82		0.01	0.2
	83		0.01	0.2
	84		0.01	0.2
	85		0.01	0.2
	86		0.01	0.2
	87		0.01	0.2
	88		0.01	0.2
	89		0.01	0.2
	90		0.01	0.2
	91		0.01	0.2
	92		0.01	0.2
	93		0.01	0.2
	94		0.01	0.2
	95		0.01	0.2
	96		0.01	0.2
	97		0.01	0.2
	98		0.01	0.2
	99		0.01	0.2
	100		0.01	0.2
	101		0.01	0.2
	102		0.01	0.2
	103		0.01	0.2
	104		0.01	0.2
	105		0.01	0.2
