#	技能升级表									
#	Id		HeroType	SkillIndex	SkillLevel	CoinCost	CostEXP	RequiresHeroStarLevel	RequiresHeroLevel	MightParam
#	int		int	int	int	int	int	int	int	int
#	技能编号	策划备注	英雄编号	技能索引	技能等级	金币消耗	升级需要经验	需求英雄星级	需求英雄等级	战斗力参数
	1000101	亚瑟王连续技LV1	1	0	1	100	1000	0	0	10
	1000102	亚瑟王连续技LV2	1	0	2	1000	5000	0	0	10
	1000103	亚瑟王连续技LV3	1	0	3	5000	12000	0	0	10
	1000104	亚瑟王连续技LV4	1	0	4	18888	30000	0	0	10
	1000105	亚瑟王连续技LV5	1	0	5	66666	80000	0	0	10
	1000601	亚瑟王技能1直线AOElv1	1	1	1	150	1000	0	0	10
	1000602	亚瑟王技能1直线AOElv2	1	1	2	1800	5000	0	0	10
	1000603	亚瑟王技能1直线AOElv3	1	1	3	6823	12000	0	0	10
	1000604	亚瑟王技能1直线AOElv4	1	1	4	21000	30000	0	0	10
	1000605	亚瑟王技能1直线AOElv5	1	1	5	68888	80000	0	0	10
	1000701	亚瑟王技能2原地连击lv1	1	2	1	150	2000	0	10	10
	1000702	亚瑟王技能2原地连击lv2	1	2	2	1800	7000	0	10	10
	1000703	亚瑟王技能2原地连击lv3	1	2	3	6823	15000	0	10	10
	1000704	亚瑟王技能2原地连击lv4	1	2	4	21000	40000	0	10	10
	1000705	亚瑟王技能2原地连击lv5	1	2	5	68888	99999	0	10	10
	1000801	亚瑟王技能3突击lv1	1	3	1	1000	2000	3	15	10
	1000802	亚瑟王技能3突击lv2	1	3	2	5000	7000	3	15	10
	1000803	亚瑟王技能3突击lv3	1	3	3	12000	15000	3	15	10
	1000804	亚瑟王技能3突击lv4	1	3	4	30000	40000	3	15	10
	1000805	亚瑟王技能3突击lv5	1	3	5	89999	99999	3	15	10
	1000901	亚瑟王切换技原地连击+直线AOElv1	1	9	1	1000	2000	0	0	10
	1000902	亚瑟王切换技原地连击+直线AOElv2	1	9	2	5000	7000	0	0	10
	1000903	亚瑟王切换技原地连击+直线AOElv3	1	9	3	12000	15000	0	0	10
	1000904	亚瑟王切换技原地连击+直线AOElv4	1	9	4	30000	40000	0	0	10
	1000905	亚瑟王切换技原地连击+直线AOElv5	1	9	5	89999	99999	0	0	10
	1008801	亚瑟王闪避	1	9	1	10000	1000	0	0	10
