#	星图配置表										
#	Id		Type	CostMeridianEnergy	CostMoney	RewardId	RewardCount	RewardMoney	RewardCoin	AttributeType	AttributeValue
#	int		int	int	int	int	int	int	int	int	float
#	战魂编号	策划备注	星座分类	消耗星能数量	消耗钻石数量	物品奖励编号	物品奖励数量	钻石奖励数量	金币奖励数量	属性类型	属性加成
	1	1	1	10	10	0	0	0	0	1	41
	2	1	1	10	10	0	0	0	0	2	8
	3	1	1	10	10	0	0	0	0	3	4
	4	1	1	10	10	0	0	0	0	4	8
	5	1	1	10	10	0	0	0	0	5	4
	6	1	1	10	10	0	0	0	0	6	0.01
	7	1	1	10	10	0	0	0	0	7	0.01
	8	1	1	10	10	0	0	0	0	8	0.01
	9	1	1	10	10	0	0	0	0	9	0.01
	10	1	1	10	10	0	0	0	0	10	0.01
	11	1	1	10	10	0	0	0	0	11	0.01
	12	1	1	10	10	0	0	0	0	12	0.01
	13	1	1	10	10	0	0	0	0	13	47
	14	1	1	10	10	0	0	0	0	14	0.01
	15	1	1	10	10	0	0	0	10000	0	0
	16	1	1	10	10	0	0	100	0	0	0
	17	1	1	10	10	0	0	0	10000	0	0
	18	1	1	10	10	0	0	100	0	0	0
	19	1	1	10	10	0	0	0	10000	0	0
	20	1	1	10	10	0	0	100	0	0	0
	21	1	1	10	10	202101	10	0	0	0	0
	22	1	1	10	10	202202	10	0	0	0	0
	23	1	1	10	10	202303	10	0	0	0	0
	24	1	1	10	10	201499	10	0	0	0	0
	25	1	1	10	10	203502	1	0	0	0	0
	26	1	1	10	10	203301	1	0	0	0	0
	27	1	1	10	10	203401	1	0	0	0	0
	28	1	1	10	10	203501	1	0	0	0	0
	29	1	1	10	10	0	0	0	10000	0	0
	30	1	1	10	10	0	0	0	10000	0	0
	31	1	2	10	10	0	0	0	0	1	67
	32	1	2	10	10	0	0	0	0	2	9
	33	1	2	10	10	0	0	0	0	3	7
	34	1	2	10	10	0	0	0	0	4	9
	35	1	2	10	10	0	0	0	0	5	7
	36	1	2	10	10	0	0	0	0	6	0.01
	37	1	2	10	10	0	0	0	0	7	0.01
	38	1	2	10	10	0	0	0	0	8	0.01
	39	1	2	10	10	0	0	0	0	9	0.01
	40	1	2	10	10	0	0	0	0	10	0.01
	41	1	2	10	10	0	0	0	0	11	0.01
	42	1	2	10	10	0	0	0	0	12	0.01
	43	1	2	10	10	0	0	0	0	13	80
	44	1	2	10	10	0	0	0	0	14	0.01
	45	1	2	10	10	0	0	0	10000	0	0
	46	1	2	10	10	0	0	100	0	0	0
	47	1	2	10	10	0	0	0	10000	0	0
	48	1	2	10	10	0	0	100	0	0	0
	49	1	2	10	10	0	0	0	10000	0	0
	50	1	2	10	10	0	0	100	0	0	0
	51	1	2	10	10	202101	10	0	0	0	0
	52	1	2	10	10	202202	10	0	0	0	0
	53	1	2	10	10	202303	10	0	0	0	0
	54	1	2	10	10	201499	10	0	0	0	0
	55	1	2	10	10	203502	1	0	0	0	0
	56	1	2	10	10	203301	1	0	0	0	0
	57	1	2	10	10	203401	1	0	0	0	0
	58	1	2	10	10	203501	1	0	0	0	0
	59	1	2	10	10	0	0	0	10000	0	0
	60	1	2	10	10	0	0	0	10000	0	0
	61	1	3	10	10	0	0	0	0	1	81
	62	1	3	10	10	0	0	0	0	2	15
	63	1	3	10	10	0	0	0	0	3	8
	64	1	3	10	10	0	0	0	0	4	15
	65	1	3	10	10	0	0	0	0	5	8
	66	1	3	10	10	0	0	0	0	6	0.01
	67	1	3	10	10	0	0	0	0	7	0.01
	68	1	3	10	10	0	0	0	0	8	0.01
	69	1	3	10	10	0	0	0	0	9	0.01
	70	1	3	10	10	0	0	0	0	10	0.01
	71	1	3	10	10	0	0	0	0	11	0.01
	72	1	3	10	10	0	0	0	0	12	0.01
	73	1	3	10	10	0	0	0	0	13	95
	74	1	3	10	10	0	0	0	0	14	0.01
	75	1	3	10	10	0	0	0	10000	0	0
	76	1	3	10	10	0	0	100	0	0	0
	77	1	3	10	10	0	0	0	10000	0	0
	78	1	3	10	10	0	0	100	0	0	0
	79	1	3	10	10	0	0	0	10000	0	0
	80	1	3	10	10	0	0	100	0	0	0
	81	1	3	10	10	202101	10	0	0	0	0
	82	1	3	10	10	202202	10	0	0	0	0
	83	1	3	10	10	202303	10	0	0	0	0
	84	1	3	10	10	201499	10	0	0	0	0
	85	1	3	10	10	203502	1	0	0	0	0
	86	1	3	10	10	203301	1	0	0	0	0
	87	1	3	10	10	203401	1	0	0	0	0
	88	1	3	10	10	203501	1	0	0	0	0
	89	1	3	10	10	0	0	0	10000	0	0
	90	1	3	10	10	0	0	0	10000	0	0
	91	1	4	10	10	0	0	0	0	1	107
	92	1	4	10	10	0	0	0	0	2	16
	93	1	4	10	10	0	0	0	0	3	11
	94	1	4	10	10	0	0	0	0	4	16
	95	1	4	10	10	0	0	0	0	5	11
	96	1	4	10	10	0	0	0	0	6	0.01
	97	1	4	10	10	0	0	0	0	7	0.01
	98	1	4	10	10	0	0	0	0	8	0.01
	99	1	4	10	10	0	0	0	0	9	0.01
	100	1	4	10	10	0	0	0	0	10	0.01
	101	1	4	10	10	0	0	0	0	11	0.01
	102	1	4	10	10	0	0	0	0	12	0.01
	103	1	4	10	10	0	0	0	0	13	128
	104	1	4	10	10	0	0	0	0	14	0.01
	105	1	4	10	10	0	0	0	10000	0	0
	106	1	4	10	10	0	0	100	0	0	0
	107	1	4	10	10	0	0	0	10000	0	0
	108	1	4	10	10	0	0	100	0	0	0
	109	1	4	10	10	0	0	0	10000	0	0
	110	1	4	10	10	0	0	100	0	0	0
	111	1	4	10	10	202101	10	0	0	0	0
	112	1	4	10	10	202202	10	0	0	0	0
	113	1	4	10	10	202303	10	0	0	0	0
	114	1	4	10	10	201499	10	0	0	0	0
	115	1	4	10	10	203502	1	0	0	0	0
	116	1	4	10	10	203301	1	0	0	0	0
	117	1	4	10	10	203401	1	0	0	0	0
	118	1	4	10	10	203501	1	0	0	0	0
	119	1	4	10	10	0	0	0	10000	0	0
	120	1	4	10	10	0	0	0	10000	0	0
	121	1	5	10	10	0	0	0	0	1	122
	122	1	5	10	10	0	0	0	0	2	22
	123	1	5	10	10	0	0	0	0	3	11
	124	1	5	10	10	0	0	0	0	4	22
	125	1	5	10	10	0	0	0	0	5	11
	126	1	5	10	10	0	0	0	0	6	0.01
	127	1	5	10	10	0	0	0	0	7	0.01
	128	1	5	10	10	0	0	0	0	8	0.01
	129	1	5	10	10	0	0	0	0	9	0.01
	130	1	5	10	10	0	0	0	0	10	0.01
	131	1	5	10	10	0	0	0	0	11	0.01
	132	1	5	10	10	0	0	0	0	12	0.01
	133	1	5	10	10	0	0	0	0	13	142
	134	1	5	10	10	0	0	0	0	14	0.01
	135	1	5	10	10	0	0	0	10000	0	0
	136	1	5	10	10	0	0	100	0	0	0
	137	1	5	10	10	0	0	0	10000	0	0
	138	1	5	10	10	0	0	100	0	0	0
