#	英雄战意基础属性表									
#	Id		LevelUpItemId	LevelUpItemCount	MaxHPBase	PhysicalAttackBase	PhysicalDefenseBase	MagicAttackBase	MagicDefenseBase	RecoverHPBase
#	int		int	int	int	int	int	int	int	float
#	英雄战意等级编号	策划备注	升级所需道具编号	升级所需道具数量	基础生命值	基础物理攻击	基础物理防御	基础法术攻击	基础法术防御	待战回血
	0		201499	1	0	0	0	0	0	0
	1		201499	1	1023	93	93	93	93	0.0001
	2		201499	1	1323	126	126	126	126	0.0001
	3		201499	1	1623	159	159	159	159	0.0001
	4		201499	1	1923	192	192	192	192	0.0001
	5		201499	1	2223	225	225	225	225	0.0001
	6		201499	1	2523	258	258	258	258	0.0001
	7		201499	1	2823	291	291	291	291	0.0001
	8		201499	1	3123	324	324	324	324	0.0001
	9		201499	1	3423	357	357	357	357	0.0001
	10		201499	1	3723	390	390	390	390	0.0003
	11		201499	1	4023	423	423	423	423	0.0003
	12		201499	1	4323	456	456	456	456	0.0003
	13		201499	1	4623	489	489	489	489	0.0003
	14		201499	1	4923	522	522	522	522	0.0003
	15		201499	1	5223	555	555	555	555	0.0003
	16		201499	1	5598	588	588	588	588	0.0003
	17		201499	1	5973	621	621	621	621	0.0003
	18		201499	1	6348	654	654	654	654	0.0003
	19		201499	1	6723	687	687	687	687	0.0003
	20		201499	1	7143	720	720	720	720	0.0005
	21		201499	1	7563	753	753	753	753	0.0005
	22		201499	1	7983	786	786	786	786	0.0005
	23		201499	1	8403	819	819	819	819	0.0005
	24		201499	1	8823	852	852	852	852	0.0005
	25		201499	1	9243	885	885	885	885	0.0005
	26		201499	1	9663	918	918	918	918	0.0005
	27		201499	1	10083	951	951	951	951	0.0005
	28		201499	1	10503	984	984	984	984	0.0005
	29		201499	1	10923	1017	1017	1017	1017	0.0005
	30		201499	1	11343	1050	1050	1050	1050	0.0006
	31		201499	1	11763	1083	1083	1083	1083	0.0006
	32		201499	1	12183	1116	1116	1116	1116	0.0006
	33		201499	1	12603	1149	1149	1149	1149	0.0006
	34		201499	1	13023	1182	1182	1182	1182	0.0006
	35		201499	1	13443	1215	1215	1215	1215	0.0006
	36		201499	1	13863	1248	1248	1248	1248	0.0006
	37		201499	1	14283	1281	1281	1281	1281	0.0006
	38		201499	1	14703	1314	1314	1314	1314	0.0006
	39		201499	1	15123	1347	1347	1347	1347	0.0006
	40		201499	1	15543	1380	1380	1380	1380	0.0007
	41		201499	1	15993	1413	1413	1413	1413	0.0007
	42		201499	1	16443	1446	1446	1446	1446	0.0007
	43		201499	1	16893	1479	1479	1479	1479	0.0007
	44		201499	1	17343	1512	1512	1512	1512	0.0007
	45		201499	1	17793	1545	1545	1545	1545	0.0007
	46		201499	1	18243	1578	1578	1578	1578	0.0007
	47		201499	1	18693	1611	1611	1611	1611	0.0007
	48		201499	1	19143	1644	1644	1644	1644	0.0007
	49		201499	1	19593	1677	1677	1677	1677	0.0007
	50		201499	1	20043	1710	1710	1710	1710	0.0009
	51		201499	1	20463	1743	1743	1743	1743	0.0009
	52		201499	1	20883	1776	1776	1776	1776	0.0009
	53		201499	1	21303	1809	1809	1809	1809	0.0009
	54		201499	1	21723	1842	1842	1842	1842	0.0009
	55		201499	1	22143	1875	1875	1875	1875	0.0009
	56		201499	1	22563	1908	1908	1908	1908	0.0009
	57		201499	1	22983	1941	1941	1941	1941	0.0009
	58		201499	1	23403	1974	1974	1974	1974	0.0009
	59		201499	1	23823	2007	2007	2007	2007	0.0009
	60		201499	1	24213	2040	2040	2040	2040	0.0011
	61		201499	1	24588	2073	2073	2073	2073	0.0011
	62		201499	1	24963	2106	2106	2106	2106	0.0011
	63		201499	1	25338	2139	2139	2139	2139	0.0011
	64		201499	1	25713	2172	2172	2172	2172	0.0011
	65		201499	1	26088	2205	2205	2205	2205	0.0011
	66		201499	1	26463	2238	2238	2238	2238	0.0011
	67		201499	1	26838	2271	2271	2271	2271	0.0011
	68		201499	1	27213	2304	2304	2304	2304	0.0011
	69		201499	1	27588	2337	2337	2337	2337	0.0011
	70		201499	1	27963	2370	2370	2370	2370	0.0013
	71		201499	1	28338	2403	2403	2403	2403	0.0013
	72		201499	1	28713	2436	2436	2436	2436	0.0013
	73		201499	1	29088	2469	2469	2469	2469	0.0013
	74		201499	1	29463	2502	2502	2502	2502	0.0013
	75		201499	1	29838	2535	2535	2535	2535	0.0013
	76		201499	1	30213	2568	2568	2568	2568	0.0013
	77		201499	1	30588	2601	2601	2601	2601	0.0013
	78		201499	1	30963	2634	2634	2634	2634	0.0013
	79		201499	1	31338	2667	2667	2667	2667	0.0013
	80		201499	-1	31788	2700	2700	2700	2700	0.0015
