#	英雄飞升基础属性表																	
#	Id		LevelUpItemId	LevelUpItemCount	LevelUpGearType1	LevelUpGearMinQuality1	LevelUpGearType2	LevelUpGearMinQuality2	LevelUpGearType3	LevelUpGearMinQuality3	LevelUpGearType4	LevelUpGearMinQuality4	MaxHPBase	PhysicalAttackBase	PhysicalDefenseBase	MagicAttackBase	MagicDefenseBase	RecoverHPBase
#	int		int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	float
#	英雄飞升等级编号	策划备注	升级所需道具编号	升级所需道具数量	升级所需装备类型1	升级所需装备最低品质1	升级所需装备类型2	升级所需装备最低品质2	升级所需装备类型3	升级所需装备最低品质3	升级所需装备类型4	升级所需装备最低品质4	基础生命值	基础物理攻击	基础物理防御	基础法术攻击	基础法术防御	基础待战回血
	0		203502	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0
	1		203502	2	1	1	-1	-1	-1	-1	-1	-1	2046	186	186	186	186	0
	2		203502	3	1	2	-1	-1	-1	-1	-1	-1	2646	252	252	252	252	0
	3		203502	4	1	2	-1	-1	-1	-1	-1	-1	3246	318	318	318	318	0
	4		203502	5	1	3	-1	-1	-1	-1	-1	-1	3846	384	384	384	384	0
	5		203502	6	1	3	-1	-1	-1	-1	-1	-1	4446	450	450	450	450	0
	6		203502	7	1	3	-1	-1	-1	-1	-1	-1	5046	516	516	516	516	0
	7		203502	8	1	3	-1	-1	-1	-1	-1	-1	5646	582	582	582	582	0
	8		203502	9	1	4	-1	-1	-1	-1	-1	-1	6246	648	648	648	648	0
	9		203502	10	1	4	-1	-1	-1	-1	-1	-1	6846	714	714	714	714	0
	10		203502	11	1	4	-1	-1	-1	-1	-1	-1	7446	780	780	780	780	0
	11		203502	12	1	4	-1	-1	-1	-1	-1	-1	8046	846	846	846	846	0
	12		203502	13	1	5	-1	-1	-1	-1	-1	-1	8646	912	912	912	912	0
	13		203502	14	1	5	-1	-1	-1	-1	-1	-1	9246	978	978	978	978	0
	14		203502	15	1	5	-1	-1	-1	-1	-1	-1	9846	1044	1044	1044	1044	0
	15		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10446	1110	1110	1110	1110	0
